dockernet-gaia1-1  | 4:18AM INF starting node with ABCI Tendermint in-process
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=13B95D59819D42FB4FE2471AB76408F660E0A2114F435AB6669D849F67F23577 height=168 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=168 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=994.298946 height=169 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"CF9E47782082FCA83E2958457AB5E99D434957894B8827D3C4B15BAEC0F9F667","parts":{"hash":"F821B65DE546BDDBC68FFD25A48FE70EBBF449FD059F011340EB8C75BA7B69ED","total":1}},"height":169,"pol_round":-1,"round":0,"signature":"VcttJYYqoo2/0mXfrke4ZxaK5CwxxrTbSXoMxalpdxe/PeAi/LipuYwC0CYO2knVBDILKWTO3ZLUDew1xrrwBQ==","timestamp":"2023-07-14T04:21:01.374598917Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=CF9E47782082FCA83E2958457AB5E99D434957894B8827D3C4B15BAEC0F9F667 height=169 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=169 module=consensus num_txs=0 root=13B95D59819D42FB4FE2471AB76408F660E0A2114F435AB6669D849F67F23577
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205978uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=169 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3137203132302031353920373820323132203233392032353120323434203532203134332035352031383620313835203137362032313320333220353420313431203138203735203531203330203533203820383220393720363720323338203130352031323620313133203232365D3A41397D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=11789F4ED4EFFBF4348F37BAB9B0D520368D124B331E3508526143EE697E71E2 height=169 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=169 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=992.328463 height=170 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"2375F15269E95DA5FD335E20C68C6F61A7CC680ACB0F6A3E96BE9188B26520F8","parts":{"hash":"D6845AEEF7B2A3B679B86513869F6D8A494E8D49072961C2EC4340E99D20B7C8","total":1}},"height":170,"pol_round":-1,"round":0,"signature":"R0IBqiZ0Ro6jIs4/9w7kSvSmCz77jkhroRJqbpfWXyY20y/d0gtzdETix6eoksNXJAg0YxbP6g9x2LQaPyGeCA==","timestamp":"2023-07-14T04:21:02.386134087Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=2375F15269E95DA5FD335E20C68C6F61A7CC680ACB0F6A3E96BE9188B26520F8 height=170 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=170 module=consensus num_txs=0 root=11789F4ED4EFFBF4348F37BAB9B0D520368D124B331E3508526143EE697E71E2
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205978uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=170 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B33322039312033362034382031323020313339203130332031343820313334203133352033203133352032382031353120313633203232203332203138382032342031303420323920323532203132203231302031313720353220323520323434203637203334203230312034315D3A41417D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=205B2430788B6794868703871C97A31620BC18681DFC0CD2753419F44322C929 height=170 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=170 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=987.35425 height=171 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"95256130EAECD7D745EFB517603881D83FFF43DB42F3D9515549B9903DD0F1C3","parts":{"hash":"54A3F40C453A3BD56FA719D53080FFA8D15C44ACFDE90255D908806B5BED179D","total":1}},"height":171,"pol_round":-1,"round":0,"signature":"ByIoqLIL3vK1XUoikBy8YcH6zaKRjy4Nw80yaY7xzpWexMqgKkxObp//n9C0lM85DS91hAhmQcfFDQkIkwlzAA==","timestamp":"2023-07-14T04:21:03.40180271Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=95256130EAECD7D745EFB517603881D83FFF43DB42F3D9515549B9903DD0F1C3 height=171 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=171 module=consensus num_txs=0 root=205B2430788B6794868703871C97A31620BC18681DFC0CD2753419F44322C929
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205978uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=171 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3220313531203433203736203520382031393120363320363420313835203520313839203438203431203138342031313620323032203135203130372031312031303120323037203230203139342031303120313435203939203134203130322031363420313636203234335D3A41427D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=02972B4C0508BF3F40B905BD3029B874CA0F6B0B65CF14C26591630E66A4A6F3 height=171 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=171 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=991.286292 height=172 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"7AF1FC561EDE7505D5E41E7472E52DD9F8E7442E71FCEE3D4C18527D524A9F84","parts":{"hash":"67992DCC6B9FE82D04124BD23CCFE8CFF60398B2F5F1AE5F3219BEE284003C43","total":1}},"height":172,"pol_round":-1,"round":0,"signature":"jdBDSE/b2TX2Xc4UOpMOr9OvDzKHPqXeNNV0xTRaiMTuUUBq06xxDZk6UUr1LT2WT4FRscxpx2Tlbj7rPIo0Cw==","timestamp":"2023-07-14T04:21:04.436049824Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=7AF1FC561EDE7505D5E41E7472E52DD9F8E7442E71FCEE3D4C18527D524A9F84 height=172 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=172 module=consensus num_txs=0 root=02972B4C0508BF3F40B905BD3029B874CA0F6B0B65CF14C26591630E66A4A6F3
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205978uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=172 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B31303120323339203232322032343920313038203232352033332031333120313132203230372032382035322038332037203739203136312031383620313838203231392032343820313336203235302031373320323137203234362037332032323020343820363620323039203934203139375D3A41437D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=65EFDEF96CE1218370CF1C3453074FA1BABCDBF888FAADD9F649DC3042D15EC5 height=172 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=172 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=992.571522 height=173 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"69785F26C8B118961C721C804646F22FB8CC42FBA44C0A4816B7702E1C77A999","parts":{"hash":"838B1E3693FD5F987609ED26C6A6E5A17A8006E5E063ECC1C61956218952CBEC","total":1}},"height":173,"pol_round":-1,"round":0,"signature":"IlKamzuAGK/CHZ0zFvumoccJjblcdeCYqCTG0kqU6SyDJrS3B5NdhQ1smRvBCKf2udck2QqFeQ44/WsWgpRoAQ==","timestamp":"2023-07-14T04:21:05.453247479Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=69785F26C8B118961C721C804646F22FB8CC42FBA44C0A4816B7702E1C77A999 height=173 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=173 module=consensus num_txs=0 root=65EFDEF96CE1218370CF1C3453074FA1BABCDBF888FAADD9F649DC3042D15EC5
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205978uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=173 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B323531203138352039352038302032303120383720313434203139372039392031303120323136203230203533203133382039312036342031323320373020373520313137203235203533203135332031373820313939203135302037302034362031323820323136203130332039315D3A41447D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=FBB95F50C95790C56365D814358A5B407B464B75193599B2C796462E80D8675B height=173 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=173 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=986.130767 height=174 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"C10039C3F005A5010FAAE0F7AC5FE2103620FB1BBCB8A672F5E7172E337FABD8","parts":{"hash":"3B34CA1A2D41D20927D4323F9EE5075DC3DA135F8473046412BF67344A1483C2","total":1}},"height":174,"pol_round":-1,"round":0,"signature":"oCt5vEoxoNdHBZj/fQmINDXDa1YumYZd+sz8ADuzVF6XhKDWjPGcIEIuFnr1J421u420/EfNNYf5pYtJ77KKCQ==","timestamp":"2023-07-14T04:21:06.46914068Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=C10039C3F005A5010FAAE0F7AC5FE2103620FB1BBCB8A672F5E7172E337FABD8 height=174 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=174 module=consensus num_txs=0 root=FBB95F50C95790C56365D814358A5B407B464B75193599B2C796462E80D8675B
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205978uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=174 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3339203137322035332032343220373020313533203335203136203235322035302032322032323820323332203830203137302032323920323132203232312031333720313631203435203135342035322032313920323139203531203930203338203138362031333520313930203233365D3A41457D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=27AC35F246992310FC3216E4E850AAE5D4DD89A12D9A34DBDB335A26BA87BEEC height=174 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=174 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=984.730364 height=175 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"12AE243B01119902A69EBD1C481651D37027F6317CB854AE9B192C3CB7596773","parts":{"hash":"1DFFF7B3E43518C3177087AF07AF2A94C199AA400D4D165D8AD5D318A1A1DA72","total":1}},"height":175,"pol_round":-1,"round":0,"signature":"J9myUgRTFdN98pKwsxTt9YEPFrioNf/nS+z49sj7LMkF9GqB/FAU8TVdbyUq6yS2ij4BuGSeSDmaMDjNrXmFBw==","timestamp":"2023-07-14T04:21:07.484421413Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=12AE243B01119902A69EBD1C481651D37027F6317CB854AE9B192C3CB7596773 height=175 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=175 module=consensus num_txs=0 root=27AC35F246992310FC3216E4E850AAE5D4DD89A12D9A34DBDB335A26BA87BEEC
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=175 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3232362035332031313620383020313338203532203233362031353220313830203130362037392031393520383820313820322031322031363320323038203230382031323320313834203130322039392033312032323620313620313431203432203131342032203232342035385D3A41467D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=E23574508A34EC98B46A4FC35812020CA3D0D07BB866631FE2108D2A7202E03A height=175 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=175 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=985.809441 height=176 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"85F4E8A54882C649D5480A479EAF4A300FC405492A59BF6EBD4723EA685FCA05","parts":{"hash":"72CD01007343FEA5C9A0F2FCCD5CF77C47E9FDB45DBC81BF4144D47EABE55F82","total":1}},"height":176,"pol_round":-1,"round":0,"signature":"vO9QPseCngCYUqow8xQzesKkog0UCeSMwKbUBNRFNEoCwTijTebqBJCg3Iw3bH4Et/ZeXa4hDMyTlbsOiKZcCA==","timestamp":"2023-07-14T04:21:08.501491492Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=85F4E8A54882C649D5480A479EAF4A300FC405492A59BF6EBD4723EA685FCA05 height=176 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=176 module=consensus num_txs=0 root=E23574508A34EC98B46A4FC35812020CA3D0D07BB866631FE2108D2A7202E03A
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=176 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3135302032323720313334203136362032313820333720313534203136312031343320343320313532203231203833203837203230302032313320363920343220342032372031333120313831203137203134312032343620313836203131203235332031333020362034342032335D3A42307D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=96E386A6DA259AA18F2B98155357C8D5452A041B83B5118DF6BA0BFD82062C17 height=176 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=176 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=992.129841 height=177 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"C52AC915BA28628F92E32C082B9A506019E3359A8752C169DC7356C8360C8B17","parts":{"hash":"2F14B6FB0EE565AAA615DEF7C7E6C7C1F472F29E6E807E037ECFF76A1457008C","total":1}},"height":177,"pol_round":-1,"round":0,"signature":"NUdNxUm8V9GIWyUlKSuBBOCh3/x0Kl7DzaM4Czb1bP39eamNyHUePL5/Wr75+oWrRsn+EyoC+DVb4Dsc3O3QBw==","timestamp":"2023-07-14T04:21:09.516174083Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=C52AC915BA28628F92E32C082B9A506019E3359A8752C169DC7356C8360C8B17 height=177 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=177 module=consensus num_txs=0 root=96E386A6DA259AA18F2B98155357C8D5452A041B83B5118DF6BA0BFD82062C17
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=177 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B363420313737203737203131352032303020353820363620313139203234322034332031373220313639203232372032343120323134203535203231362037322032322032323720313730203130362031323720323234203135382034342032353220343020333920383320323437203136345D3A42317D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=40B14D73C83A4277F22BACA9E3F1D637D84816E3AA6A7FE09E2CFC282753F7A4 height=177 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=177 module=txindex
dockernet-gaia1-1  | 4:21AM INF Ensure peers module=pex numDialing=0 numInPeers=0 numOutPeers=0 numToDial=10
dockernet-gaia1-1  | 4:21AM INF No addresses to dial. Falling back to seeds module=pex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=991.933359 height=178 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"0EBFE1926886E3A0661678A334CD356B232E6170F483EE39236E9C8F186E051B","parts":{"hash":"EC2E4EC62E8BF968E6917C99793FC50E2F52C31CB96426046053DFD6CF78407E","total":1}},"height":178,"pol_round":-1,"round":0,"signature":"15d40tXxwjwntong9v6EuKhSQTfNkws91lLL0hN42VwyAI6b0MCDrRVjtT5SRUaTR//r5w+/J+FF+s2IWqnDAA==","timestamp":"2023-07-14T04:21:10.528193119Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=0EBFE1926886E3A0661678A334CD356B232E6170F483EE39236E9C8F186E051B height=178 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=178 module=consensus num_txs=0 root=40B14D73C83A4277F22BACA9E3F1D637D84816E3AA6A7FE09E2CFC282753F7A4
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=178 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B31363020313432203233302032343120313439203437203139203137352034382031343420323220323236203838203430203135392031373120323134203131372036302032333020313036203135392035312032313620323135203538203232382032323320313430203235203135302033365D3A42327D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=A08EE6F1952F13AF309016E258289FABD6753CE66A9F33D8D73AE4DF8C199624 height=178 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=178 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=984.413356 height=179 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"55159A1AFA87196CF7FE6D71382528A6012D7F723D0EA265BC942C9C7EEDB89C","parts":{"hash":"DFEEF4450609AD024038C67B3DB1ABA35C828696F945BC1AD99DB4BA1F46A0D9","total":1}},"height":179,"pol_round":-1,"round":0,"signature":"Wi4ZRRe9aIR9+sn0kAkUdyIlM8a/Va80hJlDh4v5OC7vZ8CSave7OPgEYMpeUfMK5r/T8vz8qxlvRCcXU1f/CA==","timestamp":"2023-07-14T04:21:11.545854848Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=55159A1AFA87196CF7FE6D71382528A6012D7F723D0EA265BC942C9C7EEDB89C height=179 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=179 module=consensus num_txs=0 root=A08EE6F1952F13AF309016E258289FABD6753CE66A9F33D8D73AE4DF8C199624
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=179 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B31303520372031393420313933203134392031383220393120313533203139372031393320323333203135382032392032333320323332203836203136392031382034312035392031392031373620313532203334203132312039352031383320302035312031362031373720365D3A42337D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=6907C2C195B65B99C5C1E99E1DE9E856A912293B13B09822795FB7003310B106 height=179 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=179 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=986.159711 height=180 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"709DB95085E9F62F86714817BDAA2614CFCB6D2D64F3079F639EDB49FBE9BC18","parts":{"hash":"AAA89522E708EFFC81ACF398E99DD947943A62906D7AE4760DC3DE160D4AE88B","total":1}},"height":180,"pol_round":-1,"round":0,"signature":"5PE62mJEQNo9AwU72w0dAVSCwXkILz77E9SZ+cgoDYfTUXcj/shTovxQr+tgOQNt8MJRpSEgbxsA63vLYH+GAQ==","timestamp":"2023-07-14T04:21:12.561819205Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=709DB95085E9F62F86714817BDAA2614CFCB6D2D64F3079F639EDB49FBE9BC18 height=180 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=180 module=consensus num_txs=0 root=6907C2C195B65B99C5C1E99E1DE9E856A912293B13B09822795FB7003310B106
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=180 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3535203234342031383820323339203130392032313420343320343320373020323331203134382039362032343920313339203131352032303120313337203133342031313420313737203232342036312031343420313931203530203435203134322032343220343920323130203231203134365D3A42347D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=37F4BCEF6DD62B2B46E79460F98B73C9898672B1E03D90BF322D8EF231D21592 height=180 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=180 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=987.623054 height=181 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"D52F0F530E4CC2FCD3E140191823FF7573B5676A090C284AEA96FC021D98E07B","parts":{"hash":"D737CB9FB34341E57F4C817041FF0C1D7651B307EF55CF3C23642508146B5B9A","total":1}},"height":181,"pol_round":-1,"round":0,"signature":"tm60b32A/goY+WXmswsRRpJaa2pVJgDrbIVqPcGO+NPVAERiKIarsm5ZOh0uUaNKvvWwTx90IEnVGjJDVElbCA==","timestamp":"2023-07-14T04:21:13.579570937Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=D52F0F530E4CC2FCD3E140191823FF7573B5676A090C284AEA96FC021D98E07B height=181 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=181 module=consensus num_txs=0 root=37F4BCEF6DD62B2B46E79460F98B73C9898672B1E03D90BF322D8EF231D21592
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=181 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B32382031333020313932203137312032353020313130203636203231203432203839203137392031363320343520323132203834203139332032323520313635203232342032343320313537203132203131392031323420383320323231203134352032353220313933203131203234382038365D3A42357D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=1C82C0ABFA6E42152A59B3A32DD454C1E1A5E0F39D0C777C53DD91FCC10BF856 height=181 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=181 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=978.834005 height=182 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"157F5D85B73461AF233D06CA063A479B74AFF95B769F37FDC3081685F96E96F0","parts":{"hash":"BE366655C4C1E43F502666B94C229E2A771874BBB8C24BAFE46EE506B68CFC5F","total":1}},"height":182,"pol_round":-1,"round":0,"signature":"aYdZLODoquqqF6BU2ePwKC+2tnbomkc1Ab9rhA/fWgs7z3/7SO/cU5awYO+52SLxgsSeStC/l0aRSTyByg5fDw==","timestamp":"2023-07-14T04:21:14.595952883Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=157F5D85B73461AF233D06CA063A479B74AFF95B769F37FDC3081685F96E96F0 height=182 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=182 module=consensus num_txs=0 root=1C82C0ABFA6E42152A59B3A32DD454C1E1A5E0F39D0C777C53DD91FCC10BF856
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=182 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3231312031303620333020313430203135302030203235302031313920353520313732203234322036392036342035352036302039362032352031353820323138203133382031393120313832203139322031313920323333203436203138342031393020393320313036203631203133355D3A42367D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=D36A1E8C9600FA7737ACF24540373C60199EDA8ABFB6C077E92EB8BE5D6A3D87 height=182 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=182 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=985.058129 height=183 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"5397BD3CB870E910CA1A80649D0D7E6BC1F7B193C16C5A851457021235B62BEE","parts":{"hash":"0E4A235CC08D34FCD665948BC516106EE19F1FFBC6F2768CBD24CDC6655D4A6B","total":1}},"height":183,"pol_round":-1,"round":0,"signature":"dTyCGOE3jEtUL0O0WMACSsXeUlnYvZXAwQq3tUG2Jlhb07rKkjwZCyEGSOIo9mUIzQmEC7tR0INpFhKKa3lvDQ==","timestamp":"2023-07-14T04:21:15.611749661Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=5397BD3CB870E910CA1A80649D0D7E6BC1F7B193C16C5A851457021235B62BEE height=183 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=183 module=consensus num_txs=0 root=D36A1E8C9600FA7737ACF24540373C60199EDA8ABFB6C077E92EB8BE5D6A3D87
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=183 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3133312031363920373820323237203135322032313520313020323238203135352032353420313337203636203137312032303020313133203234392032303020313435203136352034332031373620313639203937203137352031303920313238203939203133352032303520323231203139203138355D3A42377D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=83A94EE398D70AE49BFE8942ABC871F9C891A52BB0A961AF6D806387CDDD13B9 height=183 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=183 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=985.150421 height=184 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"F0521C5E4D2ACD22F769C1F8D8760D514A0C42ECD826D9F6BA3CECCE5F45FA12","parts":{"hash":"A22887692A1774F87FCEEB537CFB6FDDC7ADF37A6D7C524A98F82D15491ED951","total":1}},"height":184,"pol_round":-1,"round":0,"signature":"VcK7k1cBLC98NmeCbZVHK50nCYhWLXFWqPugvVhHFddstWvSPkztsI0nEDL+XiDDSuu80jbR2wv6dwUMk5GqAw==","timestamp":"2023-07-14T04:21:16.627604737Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=F0521C5E4D2ACD22F769C1F8D8760D514A0C42ECD826D9F6BA3CECCE5F45FA12 height=184 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=184 module=consensus num_txs=0 root=83A94EE398D70AE49BFE8942ABC871F9C891A52BB0A961AF6D806387CDDD13B9
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=184 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3232342033392031373420363220313635203630203134342031393020323038203139332031383620313736203633203132352034322031333920313432203135352031353920322031343420383220333620313737203330203132342032362031333420313431203234312037342039365D3A42387D
